Project Name,Revision ID,API Type,Commit Type,Note,Log
BindsNET/bindsnet,5405fa3f06f8583c00169c2f8c2c34de3b14fc03,Merging,Deprecate,,adding things to conversion module; tweaks + code clean-up.
BindsNET/bindsnet,5405fa3f06f8583c00169c2f8c2c34de3b14fc03,Reshaping,Deprecate,,adding things to conversion module; tweaks + code clean-up.
keras-team/keras,22c091ae3ff1048c0a6d28edca7c57bb93378850,Sparse,Feature,,babi: doubling the fb lstm baseline :)
keras-team/keras,22c091ae3ff1048c0a6d28edca7c57bb93378850,Merging,Feature,,babi: doubling the fb lstm baseline :)
keras-team/keras,22c091ae3ff1048c0a6d28edca7c57bb93378850,Temporal,Feature,,babi: doubling the fb lstm baseline :)
deephyper/deephyper,8b44d556ec929c590883cce3c5a3eb2c35d6dac9,Linear,Feature,,added option for addbyprojecting along particular axis (for lstm/cnn benefit
deephyper/deephyper,8b44d556ec929c590883cce3c5a3eb2c35d6dac9,Merging,Feature,,added option for addbyprojecting along particular axis (for lstm/cnn benefit
hal3/macarico,2059fba6ec66f6a73829baf0225fd5e2f73f0ff8,,Bug Fix,,average attention  plus bugfix in softmax attention
hal3/macarico,2059fba6ec66f6a73829baf0225fd5e2f73f0ff8,Merging,Bug Fix,,average attention  plus bugfix in softmax attention
hal3/macarico,2059fba6ec66f6a73829baf0225fd5e2f73f0ff8,Temporal,Bug Fix,,average attention  plus bugfix in softmax attention
JDAI-CV/fast-reid,872e370142280d132c1bc55080ceba9e00c5fa7d,,Feature,,add new feature\nfinish interpreter
JDAI-CV/fast-reid,872e370142280d132c1bc55080ceba9e00c5fa7d,Merging,Feature,,add new feature\nfinish interpreter
cornellius-gp/gpytorch,9ce366291cc980efa7a51889dbefbfcaa48d8bc8,,Bug Fix,,fix cuda compatability for mullazyvariable deterministic matmul.
cornellius-gp/gpytorch,9ce366291cc980efa7a51889dbefbfcaa48d8bc8,Merging,Bug Fix,,fix cuda compatability for mullazyvariable deterministic matmul.
cornellius-gp/gpytorch,9ce366291cc980efa7a51889dbefbfcaa48d8bc8,Enhancement,Bug Fix,,fix cuda compatability for mullazyvariable deterministic matmul.
kumar-shridhar/PyTorch-BayesianCNN,6870205f45c42914a7dca74064f11ed94573b0c1,,Feature,,support optimized uncertainty (sotfmax + normalized) estimation in uncertainty script
kumar-shridhar/PyTorch-BayesianCNN,6870205f45c42914a7dca74064f11ed94573b0c1,Merging,Feature,,support optimized uncertainty (sotfmax + normalized) estimation in uncertainty script
wbaek/torchskeleton,28c1dd97bb19bc059a2ddd829d6e99e38ff1c194,,Feature,,update trace print\nto print architecture tree \\w input shape
wbaek/torchskeleton,28c1dd97bb19bc059a2ddd829d6e99e38ff1c194,Merging,Feature,,update trace print\nto print architecture tree \\w input shape
wbaek/torchskeleton,28c1dd97bb19bc059a2ddd829d6e99e38ff1c194,Training,Feature,,update trace print\nto print architecture tree \\w input shape
wbaek/torchskeleton,28c1dd97bb19bc059a2ddd829d6e99e38ff1c194,Convolutional,Feature,,update trace print\nto print architecture tree \\w input shape
BindsNET/bindsnet,c75a1846c78d599ce69e3e56c3819eac3f1d7433,,Feature,,added an alexnet-esque model for video benchmarking
BindsNET/bindsnet,c75a1846c78d599ce69e3e56c3819eac3f1d7433,Dropout,Feature,,added an alexnet-esque model for video benchmarking
BindsNET/bindsnet,c75a1846c78d599ce69e3e56c3819eac3f1d7433,Pretrained,Feature,,added an alexnet-esque model for video benchmarking
BindsNET/bindsnet,c75a1846c78d599ce69e3e56c3819eac3f1d7433,Merging,Feature,,added an alexnet-esque model for video benchmarking
BindsNET/bindsnet,c75a1846c78d599ce69e3e56c3819eac3f1d7433,Linear,Feature,,added an alexnet-esque model for video benchmarking
BindsNET/bindsnet,c75a1846c78d599ce69e3e56c3819eac3f1d7433,Activation,Feature,,added an alexnet-esque model for video benchmarking
hirofumi0810/neural_sp,6cad59f3cdb2e4141e6bff1fb73948e702454cb1,,Feature,,add memory transformer encoder
hirofumi0810/neural_sp,6cad59f3cdb2e4141e6bff1fb73948e702454cb1,Initializer,Feature,,add memory transformer encoder
hirofumi0810/neural_sp,6cad59f3cdb2e4141e6bff1fb73948e702454cb1,Merging,Feature,,add memory transformer encoder
danielegrattarola/spektral,da0113bca2bbdb9663993e777a6678bd01a73b3a,,Other,,remove a^2 from top-k and sagpool\ndocs
danielegrattarola/spektral,da0113bca2bbdb9663993e777a6678bd01a73b3a,Merging,Other,,remove a^2 from top-k and sagpool\ndocs
cornellius-gp/gpytorch,9f9e1eaccb5095937a5c5ffbeeb18f332df2e4a2,,Other,,use torch.cholesky instead of torch.potrf
cornellius-gp/gpytorch,9f9e1eaccb5095937a5c5ffbeeb18f332df2e4a2,Merging,Other,,use torch.cholesky instead of torch.potrf
dpressel/mead-baseline,da1e8c2de9b265dcb18256a0a087165faf138b42,,Feature,,updated beam searches and batched pytorch one. (#223)\n\n* updated beam searches and batched pytorch one.\r\n\r\n* remove caching transoformer\r\n\r\n* reformulate length penalty for pyt
dpressel/mead-baseline,da1e8c2de9b265dcb18256a0a087165faf138b42,Merging,Feature,,updated beam searches and batched pytorch one. (#223)\n\n* updated beam searches and batched pytorch one.\r\n\r\n* remove caching transoformer\r\n\r\n* reformulate length penalty for pyt
dpressel/mead-baseline,da1e8c2de9b265dcb18256a0a087165faf138b42,Activation,Feature,,updated beam searches and batched pytorch one. (#223)\n\n* updated beam searches and batched pytorch one.\r\n\r\n* remove caching transoformer\r\n\r\n* reformulate length penalty for pyt
dpressel/mead-baseline,da1e8c2de9b265dcb18256a0a087165faf138b42,,Other,,updated beam searches and batched pytorch one. (#223)\n\n* updated beam searches and batched pytorch one.\r\n\r\n* remove caching transoformer\r\n\r\n* reformulate length penalty for pyt
dpressel/mead-baseline,da1e8c2de9b265dcb18256a0a087165faf138b42,Merging,Other,,updated beam searches and batched pytorch one. (#223)\n\n* updated beam searches and batched pytorch one.\r\n\r\n* remove caching transoformer\r\n\r\n* reformulate length penalty for pyt
dpressel/mead-baseline,da1e8c2de9b265dcb18256a0a087165faf138b42,Activation,Other,,updated beam searches and batched pytorch one. (#223)\n\n* updated beam searches and batched pytorch one.\r\n\r\n* remove caching transoformer\r\n\r\n* reformulate length penalty for pyt
strongio/torch-kalman,b8fabc034ad832aace983547f68348b45e3cba05,,Feature,,add support for seasons with durations
strongio/torch-kalman,b8fabc034ad832aace983547f68348b45e3cba05,Merging,Feature,,add support for seasons with durations
fizyr/keras-retinanet,b1d4e0ff6f30abb4299e17b50c33bad909b8f16a,,Feature,,refactor training model to only include regression and classification\nvalues.
fizyr/keras-retinanet,b1d4e0ff6f30abb4299e17b50c33bad909b8f16a,Linear,Feature,,refactor training model to only include regression and classification\nvalues.
fizyr/keras-retinanet,b1d4e0ff6f30abb4299e17b50c33bad909b8f16a,Merging,Feature,,refactor training model to only include regression and classification\nvalues.
fizyr/keras-retinanet,b1d4e0ff6f30abb4299e17b50c33bad909b8f16a,Enhancement,Feature,,refactor training model to only include regression and classification\nvalues.
fizyr/keras-retinanet,b1d4e0ff6f30abb4299e17b50c33bad909b8f16a,,Refactor,,refactor training model to only include regression and classification\nvalues.
fizyr/keras-retinanet,b1d4e0ff6f30abb4299e17b50c33bad909b8f16a,Linear,Refactor,,refactor training model to only include regression and classification\nvalues.
fizyr/keras-retinanet,b1d4e0ff6f30abb4299e17b50c33bad909b8f16a,Merging,Refactor,,refactor training model to only include regression and classification\nvalues.
fizyr/keras-retinanet,b1d4e0ff6f30abb4299e17b50c33bad909b8f16a,Enhancement,Refactor,,refactor training model to only include regression and classification\nvalues.
activatedgeek/torchrl,53bed6c2e754ce7075f45b0bccde585bf042da46,,Refactor,,getting started + docs refactor (#33)\n\n* fix minor quirks in docs  remove version file\r\n\r\n* refactor problems in separate files  independent module interface\r\n\r\n* update api docs  add getting started guide
activatedgeek/torchrl,53bed6c2e754ce7075f45b0bccde585bf042da46,Merging,Refactor,,getting started + docs refactor (#33)\n\n* fix minor quirks in docs  remove version file\r\n\r\n* refactor problems in separate files  independent module interface\r\n\r\n* update api docs  add getting started guide
activatedgeek/torchrl,53bed6c2e754ce7075f45b0bccde585bf042da46,,Resource,,getting started + docs refactor (#33)\n\n* fix minor quirks in docs  remove version file\r\n\r\n* refactor problems in separate files  independent module interface\r\n\r\n* update api docs  add getting started guide
activatedgeek/torchrl,53bed6c2e754ce7075f45b0bccde585bf042da46,Merging,Resource,,getting started + docs refactor (#33)\n\n* fix minor quirks in docs  remove version file\r\n\r\n* refactor problems in separate files  independent module interface\r\n\r\n* update api docs  add getting started guide
cornellius-gp/gpytorch,d8fa0dcadee1e931e2abb7292f42ecaca69afb1b,Merging,Feature,,implement diag mode for polynomialkernelgrad
KevinMusgrave/pytorch-metric-learning,8cb3fee8d12be993b17944a18e9ee42710fb8bb2,,Feature,,optimizes get_random_triplet_indices.
KevinMusgrave/pytorch-metric-learning,8cb3fee8d12be993b17944a18e9ee42710fb8bb2,Merging,Feature,,optimizes get_random_triplet_indices.
HazyResearch/butterfly,6ead4081963ec2d5de9cc194179fa1be27257daf,,Bug Fix,,fix diagonal_butterfly in combine.py
HazyResearch/butterfly,6ead4081963ec2d5de9cc194179fa1be27257daf,Reshaping,Bug Fix,,fix diagonal_butterfly in combine.py
NervanaSystems/coach,20ba72f39b815d08a1b59e0e90ce21ea61b679b3,,Bug Fix,,fix gym environment + other small fixes
NervanaSystems/coach,20ba72f39b815d08a1b59e0e90ce21ea61b679b3,Dropout,Bug Fix,,fix gym environment + other small fixes
NervanaSystems/coach,20ba72f39b815d08a1b59e0e90ce21ea61b679b3,Normalization,Bug Fix,,fix gym environment + other small fixes
NervanaSystems/coach,20ba72f39b815d08a1b59e0e90ce21ea61b679b3,Convolutional,Bug Fix,,fix gym environment + other small fixes
NervanaSystems/coach,20ba72f39b815d08a1b59e0e90ce21ea61b679b3,Reshaping,Bug Fix,,fix gym environment + other small fixes
nerox8664/onnx2keras,2c3ec3c7836deed1236408f070811c039fd12970,Linear,Bug Fix,,fix flatten for newer tensorflow.
nerox8664/onnx2keras,2c3ec3c7836deed1236408f070811c039fd12970,Reshaping,Bug Fix,,fix flatten for newer tensorflow.
nerox8664/onnx2keras,2c3ec3c7836deed1236408f070811c039fd12970,Linear,Deprecate,,fix flatten for newer tensorflow.
nerox8664/onnx2keras,2c3ec3c7836deed1236408f070811c039fd12970,Reshaping,Deprecate,,fix flatten for newer tensorflow.
Adapter-Hub/adapter-transformers,5652f54ac26f3233f4dcbfd9a2f6879e94a0bc59,,Deprecate,,simplified data generator + better perplexity calculator\n\ngpt-2 now obtains ~20 perplexity on wikitext-2
Adapter-Hub/adapter-transformers,5652f54ac26f3233f4dcbfd9a2f6879e94a0bc59,Reshaping,Deprecate,,simplified data generator + better perplexity calculator\n\ngpt-2 now obtains ~20 perplexity on wikitext-2
Adapter-Hub/adapter-transformers,5652f54ac26f3233f4dcbfd9a2f6879e94a0bc59,,Feature,,simplified data generator + better perplexity calculator\n\ngpt-2 now obtains ~20 perplexity on wikitext-2
Adapter-Hub/adapter-transformers,5652f54ac26f3233f4dcbfd9a2f6879e94a0bc59,Reshaping,Feature,,simplified data generator + better perplexity calculator\n\ngpt-2 now obtains ~20 perplexity on wikitext-2
OpenNMT/OpenNMT-tf,223d68a1b56fbbdd3627b1f021ce6c28e9b90704,,Refactor,,move source side vectors out of selfattentiondecoder state
OpenNMT/OpenNMT-tf,223d68a1b56fbbdd3627b1f021ce6c28e9b90704,Reshaping,Refactor,,move source side vectors out of selfattentiondecoder state
OpenNMT/OpenNMT-tf,223d68a1b56fbbdd3627b1f021ce6c28e9b90704,Temporal,Refactor,,move source side vectors out of selfattentiondecoder state
OpenNMT/OpenNMT-tf,a82801ac27cfc0041d98825a5496431bc110be36,Reshaping,Refactor,,harmonize state variables name
CannyLab/rinokeras,57c5f6ad26adf167b5ca60a8e27095a79fbc3cd3,,Feature,,add image transformer to vision code
CannyLab/rinokeras,57c5f6ad26adf167b5ca60a8e27095a79fbc3cd3,Reshaping,Feature,,add image transformer to vision code
OpenNMT/OpenNMT-tf,c044abb518a21d79b76ff08371e2970fa5d05635,,Feature,,optionally replace unknown target tokens using attention (#106)
OpenNMT/OpenNMT-tf,c044abb518a21d79b76ff08371e2970fa5d05635,Reshaping,Feature,,optionally replace unknown target tokens using attention (#106)
OpenNMT/OpenNMT-tf,c044abb518a21d79b76ff08371e2970fa5d05635,Temporal,Feature,,optionally replace unknown target tokens using attention (#106)
CannyLab/rinokeras,9e848aaae02b0151250d1bb708e08f64ca1ed05c,,Bug Fix,,changes to get standard policy working
CannyLab/rinokeras,9e848aaae02b0151250d1bb708e08f64ca1ed05c,Training,Bug Fix,,changes to get standard policy working
CannyLab/rinokeras,9e848aaae02b0151250d1bb708e08f64ca1ed05c,Reshaping,Bug Fix,,changes to get standard policy working
CannyLab/rinokeras,9e848aaae02b0151250d1bb708e08f64ca1ed05c,Activation,Bug Fix,,changes to get standard policy working
kozistr/Awesome-GANs,f4d9afc9aa57e18faeb9cef2cd574d83e86a108a,,Feature,,add: flattens & global_avg_pooling
kozistr/Awesome-GANs,f4d9afc9aa57e18faeb9cef2cd574d83e86a108a,Reshaping,Feature,,add: flattens & global_avg_pooling
kozistr/Awesome-GANs,f4d9afc9aa57e18faeb9cef2cd574d83e86a108a,Pooling,Feature,,add: flattens & global_avg_pooling
keras-team/keras,cf9922ff1dabeae72afb162d79abaef63da1f69d,,Bug Fix,,fix broken imdb_cnn example (#3244)\n\n* fix broken imdb_cnn example\r\n\r\n* update imdb_cnn fix
keras-team/keras,cf9922ff1dabeae72afb162d79abaef63da1f69d,Linear,Bug Fix,,fix broken imdb_cnn example (#3244)\n\n* fix broken imdb_cnn example\r\n\r\n* update imdb_cnn fix
keras-team/keras,cf9922ff1dabeae72afb162d79abaef63da1f69d,Pooling,Bug Fix,,fix broken imdb_cnn example (#3244)\n\n* fix broken imdb_cnn example\r\n\r\n* update imdb_cnn fix
keras-team/keras,cf9922ff1dabeae72afb162d79abaef63da1f69d,Reshaping,Bug Fix,,fix broken imdb_cnn example (#3244)\n\n* fix broken imdb_cnn example\r\n\r\n* update imdb_cnn fix
keras-team/keras,cf9922ff1dabeae72afb162d79abaef63da1f69d,Convolutional,Bug Fix,,fix broken imdb_cnn example (#3244)\n\n* fix broken imdb_cnn example\r\n\r\n* update imdb_cnn fix
OpenNMT/OpenNMT-tf,356c5b5c7f49b945d875936e32d94e509f4b3953,,Feature,,support applying noise on the decoding output (#442)
OpenNMT/OpenNMT-tf,356c5b5c7f49b945d875936e32d94e509f4b3953,Training,Feature,,support applying noise on the decoding output (#442)
OpenNMT/OpenNMT-tf,356c5b5c7f49b945d875936e32d94e509f4b3953,Reshaping,Feature,,support applying noise on the decoding output (#442)
Pendulibrium/ai-visual-storytelling-seq2seq,73a55e6e80cd6139118bca493d90cd4141c25095,,Feature,,updated seq2seqbuilder so it can create an inference model for convolutional sentence encoder
Pendulibrium/ai-visual-storytelling-seq2seq,73a55e6e80cd6139118bca493d90cd4141c25095,Pooling,Feature,,updated seq2seqbuilder so it can create an inference model for convolutional sentence encoder
Pendulibrium/ai-visual-storytelling-seq2seq,73a55e6e80cd6139118bca493d90cd4141c25095,Reshaping,Feature,,updated seq2seqbuilder so it can create an inference model for convolutional sentence encoder
Pendulibrium/ai-visual-storytelling-seq2seq,73a55e6e80cd6139118bca493d90cd4141c25095,Merging,Feature,,updated seq2seqbuilder so it can create an inference model for convolutional sentence encoder
Pendulibrium/ai-visual-storytelling-seq2seq,73a55e6e80cd6139118bca493d90cd4141c25095,Temporal,Feature,,updated seq2seqbuilder so it can create an inference model for convolutional sentence encoder
PhoenixDL/rising,add9f7193589a811a3bf71252eb712e7fb091533,,Feature,,implement most of affine transformation interface
PhoenixDL/rising,add9f7193589a811a3bf71252eb712e7fb091533,Reshaping,Feature,,implement most of affine transformation interface
sash-a/CoDeepNEAT,7724fa3029757fe447ec2de48e46d9a305a4494f,Reshaping,Bug Fix,,fixed phenotype 2 size bugs. added wandb logging.
tlatkowski/gans-2.0,787de204314593d85db01d557eed7e55d4138e6a,Reshaping,Feature,,changed subpixel upsampling impl
jinserk/pytorch-asr,e81467a1f4e514dbf7de048bc0506b3717a9f96a,,Feature,,revise the seq len matching in listenattendspell model
jinserk/pytorch-asr,e81467a1f4e514dbf7de048bc0506b3717a9f96a,Reshaping,Feature,,revise the seq len matching in listenattendspell model
jinserk/pytorch-asr,e81467a1f4e514dbf7de048bc0506b3717a9f96a,Temporal,Feature,,revise the seq len matching in listenattendspell model
calclavia/DeepJ,8178cf35cea582293a5275eb1db061de2e7d4c48,,Bug Fix,,architecture and generate fixes
calclavia/DeepJ,8178cf35cea582293a5275eb1db061de2e7d4c48,Dropout,Bug Fix,,architecture and generate fixes
calclavia/DeepJ,8178cf35cea582293a5275eb1db061de2e7d4c48,Temporal,Bug Fix,,architecture and generate fixes
calclavia/DeepJ,8178cf35cea582293a5275eb1db061de2e7d4c48,Normalization,Bug Fix,,architecture and generate fixes
calclavia/DeepJ,8178cf35cea582293a5275eb1db061de2e7d4c48,Convolutional,Bug Fix,,architecture and generate fixes
calclavia/DeepJ,8178cf35cea582293a5275eb1db061de2e7d4c48,Merging,Bug Fix,,architecture and generate fixes
calclavia/DeepJ,8178cf35cea582293a5275eb1db061de2e7d4c48,Pooling,Bug Fix,,architecture and generate fixes
calclavia/DeepJ,8178cf35cea582293a5275eb1db061de2e7d4c48,Activation,Bug Fix,,architecture and generate fixes
calclavia/DeepJ,8178cf35cea582293a5275eb1db061de2e7d4c48,Reshaping,Bug Fix,,architecture and generate fixes
