Project Name,Change Frequency,Commit Count
simonmeister/motion-rcnn,3360,258
DetectionTeamUCAS/RetinaNet_Tensorflow_Rotation,95,3
donydchen/ganimation_replicate,14,1
grimoire/torch2trt_dynamic,108,42
rohitgajawada/Where-are-they-looking-PyTorch,165,31
wywongbd/pairstrade-fyp-2019,6,6
Alfredvc/paac,5,1
Zhengyu-Li/Deep-Network-Compression-based-on-Student-Teacher-Network-,124,5
Daniel-Liu-c0deb0t/3D-Neural-Network-Adversarial-Attacks,363,17
ozgurdemir/word2vec-keras,17,7
rosinality/id-gan-pytorch,188,29
jcwleo/mario_rl,535,43
King-Of-Knights/Keras-ACGAN-CIFAR10,34,3
secondmind-labs/trieste,401,46
Hoiy/berserker,68,13
jojonki/MemoryNetworks,101,14
leehomyc/mixup_pytorch,10,1
ricardokleinklein/deepMultiSpeech,29,9
cdyangbo/end2endASR,53,2
yzhq97/transmomo.pytorch,2,1
ranjiewwen/TF_EnhanceDPED,74,8
analog-rl/Duel_DDQN,60,3
sarnikowski/bert_in_a_flask,84,5
xytpai/retinanet,161,34
77abe77/Collaborative-Denoising-Autoencoder,59,2
n0obcoder/NIH-Chest-X-Rays-Multi-Label-Image-Classification-In-Pytorch,9,3
AaronWard/Churn-Modelling-Artificial-Neural-Network,8,2
kurapan/EAST,18,2
maudzung/RTM3D,20,3
zengyu714/segmentation-pytorch,56,7
williamFalcon/pytorch-complex-tensor,23,18
johnsmithm/handwritten-sequence-tensorflow,537,13
gautam678/Pix2Depth,72,22
voidism/Transformer_CycleGAN_Text_Style_Transfer-pytorch,31,1
soskek/bert-chainer,56,1
lijqhs/Sogou-News-Text-Classification,1,1
orendv/learning_to_sample,1,1
aleju/self-driving-truck,7,1
hmdolatabadi/denoising_diffusion,1,1
soloice/mnist-bn,36,7
Wizaron/deep-forecast-pytorch,10,2
jiamings/fast-weights,93,3
evcu/pytorchpruner,53,14
csrhddlam/axial-deeplab,46,2
snowkylin/ntm,350,11
Maitreyapatel/speech-conversion-between-different-modalities,420,20
yydlmzyz/Image-deblocking-using-deep-learning,23,4
kaijieshi7/Dynamic-convolution-Pytorch,58,6
Deeachain/Segmentation-Pytorch,97,22
GongXinyuu/sngan.pytorch,29,5
zimmerrol/show-attend-and-tell-keras,11,1
torchvideo/torchvideo,77,27
xingdi-eric-yuan/MatchLSTM-PyTorch,174,17
ugnelis/tensorflow-rnn-ctc,51,9
datvuthanh/Stereo-Matching,78,13
tnq177/witwicky,131,8
rosinality/sagan-pytorch,9,1
lxx1991/pytorch-voxel-flow,55,7
foolwood/SiamMask,36,1
jxhe/vae-lagging-encoder,1084,127
kim-younghan/FEELVOS,27,2
fuweifu-vtoo/Semantic-segmentation,108,9
FlorentF9/DeepTemporalClustering,3,1
acbull/pyHGT,163,13
hannw/nlstm,10,3
forestagostinelli/DeepCubeA,16,3
ShichengChen/WaveUNet,207,15
KleinYuan/tf-object-detection,6,2
awaelchli/pytorch-lightning-snippets,1,1
kentsyx/Neural-IMage-Assessment,11,3
waterhorse1/MELU_pytorch,1,1
wenxinxu/resnet-in-tensorflow,6,3
t-ae/style-gan-pytorch,74,4
rrupeshh/Simple-Sign-Language-Detector,4,1
perrying/pytorch-consistency-regularization,11,3
lbin/CenterNet-better-plus,67,7
NaxAlpha/gpt-2xy,6,2
LeePleased/Attention-based-JointSLU,79,7
YudeWang/deeplabv3plus-pytorch,100,2
imran3180/depth-map-prediction,655,20
LearnedVector/A-Hackers-AI-Voice-Assistant,129,15
VITA-Group/DeblurGANv2,486,38
HiiYL/BEGAN-PyTorch,200,14
sparisi/tensorl,87,14
bogireddytejareddy/retinaface-pytorch,2,1
nmhkahn/PCARN-pytorch,222,23
gngdb/pytorch-cifar-sgdr,141,22
TrsNium/Pix2Pix,381,13
theAIGuysCode/Object-Detection-API,8,2
KBascol/Unsupervised-Interpretable-Pattern-Discovery-in-Time-Series-Using-Autoencoders,6,2
luliyucoordinate/FPN_pytorch,3,1
innodatalabs/tbert,31,6
avijit9/Contractive_Autoencoder_in_Pytorch,4,1
TNTWEN/OpenVINO-YOLOV4,2,2
pochih/FCN-pytorch,158,11
skmhrk1209/Single-Path-NAS-PyTorch,125,3
xu-song/bert-as-language-model,187,14
sash-a/CoDeepNEAT,1210,183
SparkJiao/SLQA,156,21
as-ideas/TransformerTTS,1817,219
zlxy9892/cnn-classification-dog-vs-cat,13,3
ProbabilisticNumerics/probabilistic_line_search,9,1
TanUkkii007/deepvoice3-tensorflow,363,68
fomorians/td-gammon,513,77
CrawlScript/KerasServer,5,2
lidq92/CNNIQAplusplus,5,2
DuFanXin/deep_residual_unet,3,1
meder411/Tangent-Images,2,2
stelzner/Visual-Interaction-Networks,76,3
IBM/MAX-ResNet-50,1,1
XiaXuehai/faceboxes,28,6
Narsil/alphagozero,69,10
yongjincho/cnn-text-classification-pytorch,4,1
kvmanohar22/img2imgGAN,202,34
reinforcement-learning-kr/lets-do-irl,45,4
wasidennis/AdaptSegNet,20,7
BayesWatch/deep-kernel-transfer,25,5
jojonki/Hybrid-Code-Networks,37,7
memray/seq2seq-keyphrase-pytorch,5486,286
taki0112/Densenet-Tensorflow,181,20
Coolnesss/fada-pytorch,72,7
richemslie/galvanise_zero,191,20
servomac/Human-Activity-Recognition,22,4
cjratcliff/variational-dropout,152,9
WXinlong/SOLO,710,114
jiangqy/DPSH-pytorch,2,1
justdark/pytorch-poetry-gen,12,2
songyouwei/fiction_generator,17,1
koshian2/SNGAN,69,10
xwhan/Knowledge-Aware-Reader,8,3
dreamgonfly/deep-text-classification-pytorch,8,1
GitHberChen/MTCNN_Pytorch,127,17
Wovchena/text-detection-fots.pytorch,343,24
hobincar/pytorch-video-feature-extractor,3,2
nyoki-mtl/pytorch-segmentation,177,11
LynnHo/DCGAN-LSGAN-WGAN-GP-DRAGAN-Pytorch,20,2
wlwkgus/NoisyNaturalGradient,36,1
moskomule/pytorch.snapshot.ensembles,25,3
rpanchal1996/question-pair,184,11
nibuiro/CondConv-pytorch,2,2
lanpa/tensorboardX,395,47
titu1994/keras-efficientnets,51,8
ChunyuanLI/DiscoGAN,3,1
Spenhouet/tensorboard-aggregator,2,2
rizavelioglu/challenge-aido_RL-IL,84,17
hedrox/ecg-classification,14,3
ducha-aiki/LSUV-keras,4,2
meder411/PointNet-PyTorch,1,1
zjjMaiMai/Deep-Alignment-Network-A-convolutional-neural-network-for-robust-face-alignment,1016,41
TIBHannover/GeoEstimation,106,13
hejingwenhejingwen/AdaFM,4,1
kevinzakka/style-transfer,24,1
ansukla/tf-kalman,14,1
youngguncho/PoseNet-Pytorch,310,15
persiyanov/skip-thought-tf,136,11
chuckcho/c3d-tensorflow2,53,3
ysn2233/attentioned-dual-stage-stock-prediction,23,3
Erlemar/pytorch_tempest,22,5
breeko/spypy,1,1
kvmanohar22/Generative-Models,223,4
positivepeng/nlp-beginner-projects,15,1
lverwimp/tf-lm,235,8
yjh0410/pytorch-imagenet,28,3
taki0112/AMSGrad-Tensorflow,47,2
da-steve101/googlenet,25,1
zhouzaida/channel-distillation,43,6
HLTCHKUST/Mem2Seq,7,3
jsikyoon/a3c-distributed_tensorflow,78,2
luozhouyang/dssm,10,1
ruiqigao/GridCell,134,4
CVxTz/EEG_classification,39,4
estebandito22/PyTorchAVITM,53,5
gaussic/char_rnn_lm_zh,2,2
oarriaga/SSD-keras,1098,80
antiplasti/Plastic-Detection-Model,6,3
aakhundov/tf-attend-infer-repeat,1101,55
JeanMaximilienCadic/ASRDeepSpeech,1,1
Wang-Tianwei/Decoupled-attention-network,6,1
ekzhang/char-rnn-keras,12,5
wsnedy/WAE_Pytorch,7,1
mdietrichstein/tensorflow-open_nsfw,64,8
CSAILVision/semantic-segmentation-pytorch,713,59
CyberZHG/keras-lr-multiplier,8,4
kaituoxu/X-Punctuator,6,5
ischlag/tensorflow-input-pipelines,592,27
tkipf/keras-gcn,27,3
wuyifan18/DeepLog,27,6
goldblum/AdversariallyRobustDistillation,1,1
sweetice/Deep-reinforcement-learning-with-pytorch,23,3
Cospel/rbm-ae-tf,72,11
jhlau/topically-driven-language-model,5,1
titu1994/keras-neural-alu,17,2
Apm5/ImageNet_ResNet_Tensorflow2.0,17,4
suriyadeepan/torchtest,2,2
guotong1988/NL2SQL-RULE,4,1
Erfaniaa/commit-type-detection,26,3
TengdaHan/Image-Colorization,144,6
AITTSMD/MTCNN-Tensorflow,82,5
OIdiotLin/torchtracer,22,6
simon-larsson/keras-swa,28,15
ctmakro/DCGAN-Keras,16,1
Pilhyeon/BaSNet-pytorch,6,2
songdejia/Siamese-RPN-pytorch,88,2
conan7882/recurrent-attention-model,79,6
MrZhousf/tf-slim-inception,11,3
nasimrahaman/antipasti-tf,88,36
RandolphVI/Text-Pairs-Relation-Classification,1374,10
louis2889184/pytorch-adversarial-training,28,2
zhirongw/lemniscate.pytorch,35,5
JiahuiYu/generative_inpainting,64,3
daigo0927/pwcnet,823,63
bigboNed3/chinese_text_cnn,5,2
qubvel/efficientnet,54,12
Hzzone/Precipitation-Nowcasting,177,16
gaussic/text-classification-cnn-rnn,50,15
nbortolotti/TensorPhotoXRay,4,1
shaoniangu/FashionAI_Keypoint_Detection_Using_CPM,14,1
mianzhang/dialogue_gcn,10,3
abhaydoke09/Bilinear-CNN-TensorFlow,5,2
WillCheung2016/MobileNet_V2_Keras,22,4
kamo-naoyuki/pytorch_convolutional_rnn,80,5
mfigurnov/sact,359,28
tam17aki/multiplicative-lstm-tensorflow,11,1
zlpure/pytorch-practice,19,3
SymphonyPy/Valified_Code_Classify,3,2
GINK03/keras-seq2seq,15,2
mjDelta/relation-gcn-pytorch,2,1
dsindex/etagger,1205,100
openseg-group/OCNet.pytorch,6,3
TianzhongSong/PointNet-Keras,29,3
njellinas/GAN-Voice-Conversion,20,3
ysymyth/3D-SDN,9,2
DLHacks/SRU,150,18
zhou13/lcnn,31,11
dlaptev/TI-pooling,3,1
willsq/tf-DNC,50,1
TomorrowIsAnOtherDay/tensorgo,5,2
timctho/VNect-tensorflow,20,1
ChunML/NLP,480,36
peisuke/AutoVC.pytorch,31,8
jamesli1618/Obj-GAN,7,1
brett-daley/dqn-lambda,195,35
gretelai/gretel-synthetics,24,15
MarsTechHAN/keras2ncnn,10,6
plkmo/BERT-Relation-Extraction,143,16
Skylark0924/Machine-Learning-is-ALL-You-Need,332,15
zuoxingdong/VIN_PyTorch_Visdom,4,1
FelixAbrahamsson/mixmatch-pytorch,3,2
gan3sh500/octaveconv-pytorch,4,1
RubensZimbres/GAN-Project-2018,25,6
bojone/keras_recompute,1,1
bsrinivas8687/WBC_Segmentaion,9,1
sksq96/pytorch-summary,40,7
Wuziyi616/IF-Defense,4,1
XifengGuo/CapsNet-Keras,485,32
iro-cp/FCRN-DepthPrediction,36,2
tbepler/protein-sequence-embedding-iclr2019,51,2
breadbread1984/c3d,44,3
zhanghang1989/RegNet-Search-PyTorch,31,3
zhmiao/OpenCompoundDomainAdaptation-OCDA,15,1
jacobgil/pytorch-pruning,44,3
gurkirt/RetinaNet.pytorch.1.x,75,9
loliverhennigh/Convolutional-LSTM-in-Tensorflow,126,9
jalola/improved-wgan-pytorch,164,8
hli1221/densefuse-pytorch,5,1
facebookresearch/pytorch_GAN_zoo,340,47
4uiiurz1/pytorch-nested-unet,28,1
CLUEbenchmark/CLUE,190,15
allenai/bi-att-flow,2477,135
seiichiinoue/odcnn,4,2
WynMew/AnimeFaceRanker,21,2
HeddaCohenIndelman/Learning-Gumbel-Sinkhorn-Permutations-w-Pytorch,33,1
mindsdb/lightwood,1758,310
makora9143/pix2pix-keras-tensorflow,90,2
xuuuuuuchen/Active-Contour-Loss,9,2
Mastercorp/U-Net-Pytorch-0.4,16,4
GPflow/GPflow,18938,805
mazzzystar/WaveGAN-pytorch,8,4
HRNet/HRNet-Bottom-Up-Pose-Estimation,1,1
solivr/tf-crnn,1914,99
jg-fisher/autoencoder,11,2
otenim/Xception-with-Your-Own-Dataset,26,7
inikdom/neural-chatbot,82,10
yuanyuanli85/Stacked_Hourglass_Network_Keras,35,12
FangYang970206/TL_Dataset_Classification,2,1
rodrigobressan/entity_embeddings_categorical,24,4
wang-h/Variational-NMT,3,1
hassony2/kinetics_i3d_pytorch,203,36
eriklindernoren/PyTorch-GAN,2060,70
wdd0225/pytorch2caffe,68,21
Jabberwockyll/deep_rl_ale,426,22
oke-aditya/pytorch_cnn_trainer,28,7
potterhsu/easy-faster-rcnn.pytorch,203,16
OdingdongO/pytorch_classification,34,5
GitLanx/Semantic-Segmentation-PyTorch,535,61
poloclub/jpeg-defense,31,9
Brokenwind/BertSimilarity,1,1
songdejia/DeepLab_v3_plus,16,4
open-mmlab/mmaction2,106,29
kuoluo1995/text-classification,123,7
val-iisc/fast-feature-fool,2,1
yilundu/DQN-DDQN-on-Space-Invaders,16,2
4uiiurz1/pytorch-auto-augment,5,1
woozzu/tagan,6,1
Vladkryvoruchko/PSPNet-Keras-tensorflow,148,14
ltnguyen14/Quant_stock,195,17
taki0112/DCGAN-Tensorflow,3,3
monologg/NER-Multimodal-pytorch,121,9
ChihebTrabelsi/deep_complex_networks,35,4
kozistr/AdaBound-tensorflow,66,8
richzhang/colorization-pytorch,429,63
gxd1994/TextBoxes-TensorFlow,149,2
synpon/prog_nn,2,1
DeepSceneSeg/SSMA,91,6
deepmind/learning-to-learn,81,5
hanxiao/bert-as-service,887,215
vibhor98/Neural-Machine-Translation-using-Keras,1,1
totti0223/lucid4keras,1,1
bubbliiiing/pspnet-keras,5,2
zlsh80826/image-caption-tf,10,3
xchadesi/GeoMAN,1,1
tokestermw/text-gan-tensorflow,205,42
mtyka/deepdream_highres,4,1
liqilei/GMFN,1,1
junwang4/CNN-sentence-classification-pytorch-2018,31,5
jx1100370217/DFCNN-master,30,1
heartkilla/yolo-v3,3,1
stanfordnlp/mac-network,102,1
xuzheyuan624/slowfast-keras,1,1
neuroailab/LocalAggregation,1,1
davinnovation/pytorch-boilerplate,21,6
analysiscenter/batchflow,2001,349
Daniil-Osokin/lightweight-human-pose-estimation.pytorch,1,1
aligholami/SimpNet-Tensorflow,173,45
LoveHRTF/YouOnlyLookOnce-TF2.0,246,39
domluna/memn2n,589,31
pluto16/pytorch_detection,217,9
HanxunH/Active-Passive-Losses,74,2
rshrc/gait-recognition,23,12
Deepest-Project/MelNet,435,62
wuxinwang1997/wheatdetection,51,11
kkanshul/finegan,22,2
Cheneng/TextCNN,104,13
slaysd/pytorch-sentiment-analysis-classification,49,1
tensorflow/skflow,417,96
HuiZeng/Grid-Anchor-based-Image-Cropping-Pytorch,7,2
akiraak/tensorflow-stock-index,319,12
ronrest/erfnet_segmentation,71,15
yang1688899/Vehicle-Detection-YOLO-keras,30,4
zangzelin/Deep-Q-learning-DQN-for-job-shop,13,1
pengshuang/CNN-Seq2Seq,11,3
iBelieveCJM/Tricks-of-Semi-supervisedDeepLeanring-Pytorch,28,3
ku2482/soft-actor-critic.pytorch,61,6
LoSealL/VideoSuperResolution,2923,190
husencd/DriverPostureClassification,15,6
doiken23/DeepLab_pytorch,6,2
samet-akcay/skip-ganomaly,749,38
anthony-wang/CrabNet,35,2
zxgineng/deepnlp,763,34
mks0601/3DMPPE_ROOTNET_RELEASE,21,6
rohitrango/Adversarial-Pose-Estimation,131,16
danielegrattarola/spektral,1731,121
SunnerLi/Simple-Hourglass,165,19
hjweide/fader-networks,108,15
benedekrozemberczki/MixHop-and-N-GCN,120,9
vahagnIV/tf_calib,9,2
kuixu/keras_multi_gpu,3,1
djsutherland/opt-mmd,173,2
vsitzmann/pytorch_prototyping,17,4
nikhil-kotecha/Emotional_Dialogue,107,4
GeneralLi95/deepglobe_land_cover_classification_with_deeplabv3plus,10,5
bgavran/DNC,140,15
MahmoudWahdan/Siamese-Sentence-Similarity,6,3
eriklindernoren/Action-Recognition,36,3
lucastheis/logistic_lda,42,3
Robertren/NeuralParaphraseWithPretrain,127,13
zouchuhang/Silhouette-Guided-3D,11,3
chizhanyuefeng/FD-CNN,46,5
AFAgarap/cnn-svm,135,10
Stonesjtu/pytorch_memlab,6,4
cross32768/PlaNet_PyTorch,202,27
cross32768/Dreamer_PyTorch,76,10
miraclewkf/ImageClassification-PyTorch,2,1
surya501/loc2vec,56,2
oukohou/SSR_Net_Pytorch,109,5
leeyoshinari/YOLO_v2,58,8
nitin-rathi/hybrid-snn-conversion,130,5
newlei/LR-GCCF,2,1
ChenglongChen/tensorflow-XNN,5,1
allanzelener/YAD2K,145,12
bstriner/keras-tqdm,2,1
HansBambel/SmaAt-UNet,2,1
naokishibuya/car-behavioral-cloning,8,4
veronicachelu/meta-learning,3037,164
weigq/3d_pose_baseline_pytorch,23,3
ykamikawa/tf-keras-SegUNet,41,13
chrischute/real-nvp,101,20
lilianweng/deep-reinforcement-learning-gym,344,15
ai-med/squeeze_and_excitation,12,5
aryanmisra/NeuraScale,2,2
takat0m0/AAE,14,1
arnab39/FewShot_GAN-Unet3D,20,3
flobotics/flobotics_tensorflow_controller,176,15
MichiganCOG/M-PACT,4418,108
ajgupta93/d4pg-pytorch,38,10
deligentfool/policy_based_RL,55,10
matpalm/drivebot,59,6
bearpaw/pytorch-classification,84,13
IDKiro/action-recognition,108,7
NeuralVFX/faceswap-autoencoder,30,4
titu1994/LSTM-FCN,3282,80
knazeri/edge-connect,22,4
itayhubara/BinaryNet.tf,33,1
SeanNaren/deepspeech.pytorch,876,133
akb89/word2vec,780,65
HaipengXiong/weighted-hausdorff-loss,532,49
xuannianz/keras-CenterNet,174,9
amanchadha/FRVSR-GAN,8,3
avoroshilov/tf-squeezenet,15,3
cerndb/dist-keras,196,74
pradeepsinngh/Neural-Machine-Translation,3,1
huntzhan/pytorch-stateful-lstm,1,1
IlyaGusev/rnnmorph,123,12
asheshjain399/Tensormodels,6,1
hwalsuklee/tensorflow-style-transfer,3,2
tatp22/linformer-pytorch,161,33
prigoyal/pytorch_memonger,17,3
domyounglee/Transformer-Summarization,7,2
khushhallchandra/tf-semseg,19,2
ildoonet/deepvo,17,4
wesselb/stheno,42,9
ANLGBOY/WaveNODE,1,1
skaws2003/pytorch-mfcc,43,3
MehdiAbbanaBennani/Neural-Networks-for-Collaborative-Filtering,101,14
layumi/Person-reID-triplet-loss,11,4
dongheehand/DeblurGAN-tf,14,2
yogeshbalaji/Generate_To_Adapt,20,3
bryanyzhu/two-stream-pytorch,15,5
IssamLaradji/M-ADDA,8,2
costapt/vess2ret,20,4
10961020/DeepLearn-python,47,6
920232796/bert_seq2seq,191,26
tobyyouup/conv_seq2seq,222,15
YangWangsky/tf_EEGNet,19,3
ishank26/Kutils,3,1
flomlo/ntm_keras,323,26
ItchyHiker/Hair_Segmentation_Keras,39,3
markvdw/GPflow-inter-domain,3458,238
jsikyoon/visual-interaction-networks_tensorflow,911,11
Sleepychord/ChinesePoemGeneration,63,10
voiler/unreal,53,1
HongyangGao/ChannelNets,199,50
StickCui/PyTorch-SE-ResNet,12,1
rwightman/posenet-pytorch,15,3
amdegroot/ssd.pytorch,649,70
alexandra-chron/ntua-slp-wassa-iest2018,80,23
CasiaFan/tensorflow_retinanet,455,10
wohlert/semi-supervised-pytorch,274,19
descriptinc/melgan-neurips,4,3
ematvey/hierarchical-attention-networks,115,17
MagicCube/cenim-analytics,6,2
BYU-PCCL/holodeck,28,2
gmftbyGMFTBY/OpenDialog,6,2
dessa-oss/DeepFake-Detection,26,3
markdtw/meta-learning-lstm-pytorch,52,3
chinokenochkan/3dgan-keras,6,1
chenxinpeng/S2VT,5,1
ezhan94/multiagent-programmatic-supervision,23,1
jotaf98/pytorch-curveball,2,1
polaroidz/multitask_sentiment_analysis,152,13
thatbrguy/Dehaze-GAN,18,1
kdrl/GloVe-PyTorch,20,4
yuxng/SubCNN_TF,28,9
orashi/CRL_pytorch,230,10
hualin95/Everyone_Is_Van_Gogh,6,1
BichenWuUCB/squeezeDet,96,8
titu1994/keras-octconv,11,1
tdavchev/option-critic,56,2
FingerRec/3DNet_Visualization,13,3
ecaradec/humble-yolo,13,2
FlorianWilhelm/mlstm4reco,12,2
hfslyc/AdvSemiSeg,19,2
GeorgeSeif/Transfer-Learning-Suite,20,4
pclubiitk/model-zoo,68,6
murraylab/PsychRNN,134,5
mahdiabavisani/Deep-multimodal-subspace-clustering-networks,17,1
HiKapok/DAN,58,1
clemkoa/ntm,323,39
hendrycks/outlier-exposure,18,4
frgfm/torch-scan,1,1
cmsflash/beauty-net,102,29
ritheshkumar95/pytorch_handwriting_synthesis,845,27
Cyanogenoid/pytorch-vqa,3,1
shinjayne/textboxes,12,3
imlab-uiip/lung-segmentation-2d,3,2
theAIGuysCode/yolov3_deepsort,4,2
pyronear/PyroNear,32,7
nooralahzadeh/DSNER-pytorch,75,4
gordicaleksa/pytorch-neural-style-transfer,107,13
andabi/deep-voice-conversion,527,52
divelab/svae,8,1
dontLoveBugs/Deformable_ConvNet_pytorch,134,6
escorciav/roi_pooling,1,1
jakeret/tf_unet,570,41
PruneTruong/GLAMpoints_pytorch,137,12
ojus1/Time2Vec-PyTorch,21,3
graphbrain/graphbrain,25,2
BenBBear/LipRead,3,2
navneet-nmk/pytorch-rl,1694,152
TianzhongSong/keras-FP16-test,155,8
SSinyu/RED_CNN,104,10
fshamshirdar/DeepVO,340,18
wannature/vqa-mcb-model-tensorflow,47,9
wjc852456/pytorch-quant,4,1
Herosan163/AgeEstimation,25,3
AlexGidiotis/Multimodal-Gesture-Recognition-with-LSTMs-and-CTC,342,18
brightmart/albert_zh,84,8
jeffwen/road_building_extraction,112,18
sjenni/temporal-ssl,5,1
pbloem/former,23,5
hq-jiang/instance-segmentation-with-discriminative-loss-tensorflow,3,3
supercoderhawk/deep-keyphrase,544,42
shaohua0116/Group-Normalization-Tensorflow,7,3
hellock/torchpack,37,14
salu133445/binarygan,29,1
MingtaoGuo/BigGAN-tensorflow,35,2
rambasnet/DeepLearning-IDS,29,7
Azure/kubeflow-labs,17,1
mckinziebrandon/DeepChatModels,1568,184
rishabhmisra/Sarcasm-Detection-using-NN,94,11
Megvii-Nanjing/RG-SENet_SP-SENet,6,1
theidentity/Unets,2,1
sg-nm/Operation-wise-attention-network,1,1
ivan-bilan/tac-self-attention,629,62
younggyoseo/rnn-auxiliary-loss,120,5
zisianw/FaceBoxes.PyTorch,28,4
AntonFriberg/pytorch-cinic-10,227,29
ZQPlantSoftware/quantiative-trading,52,4
eladhoffer/seq2seq.pytorch,817,82
HyeongminLEE/AdaCoF-pytorch,4,1
illcat/SGM-for-Multi-label-Classification,8,1
kazuto1011/svm-pytorch,4,1
jaungiers/LSTM-Neural-Network-for-Time-Series-Prediction,1,1
Stick-To/PFPNet-tensorflow,65,7
saksdirect/tophat,140,24
xwhan/ProQA,3,1
philipperemy/keras-attention-mechanism,16,5
szemenyeim/ROBO,230,27
kousun12/tf_hyperbolic,22,6
EmilienDupont/infogan,21,2
CoinCheung/SFT-ReID,25,4
philipgao518/Mobilenetv3-Tensorflow,15,1
hwang595/ps_pytorch,373,39
farizrahman4u/keras-sru,1,1
for-ai/CipherGAN,10,2
tansey/sdp,166,16
naviocean/pseudo-3d-pytorch,20,9
TLESORT/Continual_Learning_Data_Former,83,21
mattmacy/torchbiomed,122,18
jarvisqi/deep_learning,493,38
muhanzhang/pytorch_DGCNN,40,9
nameless-Chatoyant/SPMC_VideoSR-pytorch,75,7
youchangxin/YOLOv4_tensorflow2,26,3
wizyoung/YOLOv3_TensorFlow,100,9
JohnGiorgi/DeCLUTR,122,29
yoonholee/pytorch-vae,125,19
paulguerrero/pcpnet,53,2
untitled-ai/self_supervised,9,2
foamliu/Autoencoder,34,9
gyshgx868/graph-ter,8,2
GoingMyWay/ViZDoomAgents,169,14
georgesung/behavioral_cloning,6,1
qijiezhao/pytorch-ssd,1,1
bruceyang2012/Face-Alignment-with-simple-cnn,2,1
google-research/torchsde,940,54
Natsu6767/InfoGAN-PyTorch,149,11
taki0112/AdamP-Tensorflow,12,1
valencebond/FixMatch_pytorch,19,2
DataXujing/CornerNet-Lite-Pytorch,4,1
jsikyoon/Interaction-networks_tensorflow,106,8
delve-team/delve,259,37
robmsmt/KerasDeepSpeech,5,1
MIPT-Oulu/OAProgression,304,37
henrysky/astroNN,2929,326
lxg2015/faceboxes,28,2
jkjung-avt/keras_imagenet,273,51
liujch1998/SoftLabelCCRF,9,1
xiongma/DGCNN,277,18
HolmesShuan/Compact-Global-Descriptor,38,2
ProHiryu/bert-chinese-ner,12,2
jhollowayj/tensorflow_slurm_manager,1,1
seangal/dcgan_vae_pytorch,77,6
leftthomas/SRGAN,1016,148
DeepRNN/visual_question_answering,318,5
Abhipanda4/Sparse-Autoencoders,28,4
zhoubolei/TRN-pytorch,35,12
kayr7/PyTorch-SRGAN,2,1
marshalhayes/deepneuralnet-chess,633,28
dgriff777/rl_a3c_pytorch,231,27
IntelAI/inference-model-manager,4,2
ray075hl/DeepPhotoStyle_pytorch,211,6
singh-hrituraj/PixelCNN-Pytorch,17,3
samjabrahams/tensorflow-on-raspberry-pi,2,1
undertheseanlp/languageflow,7,1
titu1994/Inception-v4,225,8
lab-ml/nn,237,37
CharlesShang/FastMaskRCNN,665,62
pianomania/infoGAN-pytorch,5,1
germain-hug/Deep-RL-Keras,315,41
granularai/fabric,1075,78
ShawnHXH/BankCard-Recognizer,160,8
prakashpandey9/Text-Classification-Pytorch,70,6
gongzhitaao/adversarial-text,166,11
akirasosa/mobile-semantic-segmentation,66,12
arabian9ts/SSD300,117,19
ceshine/pytorch-helper-bot,69,29
codertimo/BERT-pytorch,54,17
Timthony/document-scan-on-the-phone,188,11
ray1007/pytorch-word2vec,433,41
yusukeurakami/dreamer-pytorch,501,45
blzq/tf_smpl,44,2
mattdangerw/keras-text-generation,40,13
Stick-To/RetinaNet-tensorflow,155,5
yuanluya/dbnet_tensorflow,11,1
Euiyeon-Kim/DLOW-Pytorch,418,20
bamtercelboo/pytorch_NER_BiLSTM_CNN_CRF,222,36
hunglc007/tensorflow-yolov4-tflite,358,26
yoavz/transfer-learning-keras,14,7
seanXYZ/SegDecNet,172,5
handongfeng/MNIST-center-loss,235,27
hdmetor/Nvidia-SelfDriving,31,12
zhangqianhui/vae-gan-tensorflow,32,4
psklight/keras_one_cycle_clr,14,2
jsll/pytorch_6dof-graspnet,324,17
NifTK/NiftyNet,8272,749
IBM/tensorflow-kubernetes-art-classification,13,3
sethuiyer/Image-to-Image-Search,5,1
KAIST-VCLAB/deepcassi,12,1
cmgreen210/TensorFlowDeepAutoencoder,17,2
davda54/ada-hessian,31,11
navoshta/behavioral-cloning,26,6
juliusfrost/dreamer-pytorch,312,69
cotitan/SEASS-pytorch,343,55
TeeyoHuang/pix2pix-pytorch,17,5
pcshih/pytorch-VSLUD,242,7
JiaRenChang/PSMNet,26,5
SURFZJY/Real-time-Text-Detection,1,1
viking-sudo-rm/StackNN,842,112
LynnHo/CycleGAN-Tensorflow-2,99,2
nicrusso7/rex-gym,156,6
sbillburg/CRNN-with-STN,16,4
Golbstein/EDVR_Keras,7,3
kenziyuliu/Unofficial-DGNN-PyTorch,24,4
h3lio5/linguistic-style-transfer-pytorch,188,30
seba-1511/lstms.pth,137,6
jpeg729/pytorch_bits,35,5
eriklindernoren/Fast-Neural-Style-Transfer,57,6
LCorleone/Various-Loss-Function-in-Face-Recognition,90,2
habrman/FaceRecognition,13,2
changun/CollMetric,51,9
maximus009/MovieScope,62,13
sbelharbi/wsol-min-max-entropy-interpretability,85,2
ElementAI/haven_old,23,8
theeluwin/pytorch-sgns,66,4
hzh8311/pyhowfar,75,8
EN10/CartPole,10,1
EricAlcaide/keras-wrn,17,1
blanyal/alpha-zero,153,10
ruotianluo/self-critical.pytorch,2023,165
